"id_code","start_time","end_time","duration","Handedness","Gender","Vision","Availability","Dutch","English","Last digit","Leeftijd"
"38857","12 October 2019 14:51","12 October 2019 14:53","2","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","W [Tijdens het weekend wel, tijdens vakanties niet beschikbaar / available during weekends but not holidays]","M [Moedertaal]","S [Actief spreken / active speaking]","2","<20"
"38917","13 October 2019 12:21","13 October 2019 12:22","1","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","M [Moedertaal]","S [Actief spreken / active speaking]","2","<20"
"38929","13 October 2019 14:19","13 October 2019 14:22","3","R (rechts / right)","V [Vrouwelijk / Female]","L [gecorrigeerd tot normaal zicht met lenzen / corrected to normal vision with lenses]","N [Nee, ik ben enkel op collegedagen beschikbaar / no, I am only available during college days]","S [Actief spreken / active speaking]","N [Geen notie]","5","20-29"
"38938","13 October 2019 19:05","13 October 2019 19:07","2","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","W [Tijdens het weekend wel, tijdens vakanties niet beschikbaar / available during weekends but not holidays]","M [Moedertaal]","S [Actief spreken / active speaking]","1","<20"
"38956","14 October 2019 07:24","14 October 2019 07:26","2","R (rechts / right)","V [Vrouwelijk / Female]","B [gecorrigeerd tot normaal zicht met bril / corrected to normal vision with glasses]","N [Nee, ik ben enkel op collegedagen beschikbaar / no, I am only available during college days]","M [Moedertaal]","N [Geen notie]","4","<20"
"38959","14 October 2019 09:25","14 October 2019 09:25","0","R (rechts / right)","V [Vrouwelijk / Female]","L [gecorrigeerd tot normaal zicht met lenzen / corrected to normal vision with lenses]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","M [Moedertaal]","S [Actief spreken / active speaking]","4","<20"
"38974","14 October 2019 10:10","14 October 2019 10:14","4","L (links / left)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","M [Moedertaal]","S [Actief spreken / active speaking]","8","<20"
"39040","14 October 2019 17:42","14 October 2019 17:43","1","R (rechts / right)","V [Vrouwelijk / Female]","B [gecorrigeerd tot normaal zicht met bril / corrected to normal vision with glasses]","V [Tijdens vakanties wel beschikbaar, maar niet in het weekend / available during holidays but not weekends]","M [Moedertaal]","S [Actief spreken / active speaking]","4","20-29"
"39112","15 October 2019 08:43","15 October 2019 08:45","2","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","[Decline to Answer]","M [Moedertaal]","S [Actief spreken / active speaking]","2","<20"
"39139","15 October 2019 11:36","15 October 2019 11:37","1","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","N [Nee, ik ben enkel op collegedagen beschikbaar / no, I am only available during college days]","M [Moedertaal]","S [Actief spreken / active speaking]","6","<20"
"39184","15 October 2019 14:57","15 October 2019 14:59","2","R (rechts / right)","V [Vrouwelijk / Female]","B [gecorrigeerd tot normaal zicht met bril / corrected to normal vision with glasses]","W [Tijdens het weekend wel, tijdens vakanties niet beschikbaar / available during weekends but not holidays]","M [Moedertaal]","B [Begrijpen maar niet spreken / understanding but not speaking]","7","<20"
"39211","15 October 2019 22:22","15 October 2019 22:23","1","R (rechts / right)","V [Vrouwelijk / Female]","B [gecorrigeerd tot normaal zicht met bril / corrected to normal vision with glasses]","[Decline to Answer]","M [Moedertaal]","S [Actief spreken / active speaking]","8","<20"
"39250","16 October 2019 19:38","16 October 2019 19:39","1","R (rechts / right)","M [Mannelijk / Male]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","M [Moedertaal]","S [Actief spreken / active speaking]","4","<20"
"39265","17 October 2019 21:00","17 October 2019 21:02","2","L (links / left)","V [Vrouwelijk / Female]","L [gecorrigeerd tot normaal zicht met lenzen / corrected to normal vision with lenses]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","M [Moedertaal]","B [Begrijpen maar niet spreken / understanding but not speaking]","1","<20"
"39274","18 October 2019 12:21","18 October 2019 12:24","3","R (rechts / right)","V [Vrouwelijk / Female]","B [gecorrigeerd tot normaal zicht met bril / corrected to normal vision with glasses]","N [Nee, ik ben enkel op collegedagen beschikbaar / no, I am only available during college days]","M [Moedertaal]","S [Actief spreken / active speaking]","0","<20"
"39331","21 October 2019 11:12","21 October 2019 11:14","2","R (rechts / right)","V [Vrouwelijk / Female]","L [gecorrigeerd tot normaal zicht met lenzen / corrected to normal vision with lenses]","W [Tijdens het weekend wel, tijdens vakanties niet beschikbaar / available during weekends but not holidays]","S [Actief spreken / active speaking]","S [Actief spreken / active speaking]","7","<20"
"39343","21 October 2019 14:38","21 October 2019 14:40","2","R (rechts / right)","M [Mannelijk / Male]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","M [Moedertaal]","S [Actief spreken / active speaking]","6","<20"
"39361","22 October 2019 10:28","22 October 2019 10:38","10","R (rechts / right)","V [Vrouwelijk / Female]","L [gecorrigeerd tot normaal zicht met lenzen / corrected to normal vision with lenses]","W [Tijdens het weekend wel, tijdens vakanties niet beschikbaar / available during weekends but not holidays]","M [Moedertaal]","B [Begrijpen maar niet spreken / understanding but not speaking]","6","<20"
"39367","22 October 2019 11:46","22 October 2019 11:48","2","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","M [Moedertaal]","S [Actief spreken / active speaking]","0","<20"
"39370","22 October 2019 11:57","22 October 2019 11:58","1","R (rechts / right)","V [Vrouwelijk / Female]","B [gecorrigeerd tot normaal zicht met bril / corrected to normal vision with glasses]","N [Nee, ik ben enkel op collegedagen beschikbaar / no, I am only available during college days]","M [Moedertaal]","S [Actief spreken / active speaking]","8","<20"
"39379","22 October 2019 14:55","22 October 2019 14:57","2","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","W [Tijdens het weekend wel, tijdens vakanties niet beschikbaar / available during weekends but not holidays]","M [Moedertaal]","S [Actief spreken / active speaking]","1","<20"
"39382","22 October 2019 18:02","22 October 2019 18:03","1","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","[Decline to Answer]","M [Moedertaal]","S [Actief spreken / active speaking]","6","20-29"
"39448","7 November 2019 10:44","7 November 2019 10:45","1","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","N [Nee, ik ben enkel op collegedagen beschikbaar / no, I am only available during college days]","M [Moedertaal]","S [Actief spreken / active speaking]","4","<20"
"39502","1 November 2019 09:14","1 November 2019 09:16","2","R (rechts / right)","V [Vrouwelijk / Female]","L [gecorrigeerd tot normaal zicht met lenzen / corrected to normal vision with lenses]","N [Nee, ik ben enkel op collegedagen beschikbaar / no, I am only available during college days]","M [Moedertaal]","S [Actief spreken / active speaking]","5","<20"
"39508","1 November 2019 10:44","1 November 2019 10:46","2","R (rechts / right)","M [Mannelijk / Male]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","W [Tijdens het weekend wel, tijdens vakanties niet beschikbaar / available during weekends but not holidays]","M [Moedertaal]","S [Actief spreken / active speaking]","0","20-29"
"39667","14 November 2019 09:06","14 November 2019 09:07","1","R (rechts / right)","M [Mannelijk / Male]","B [gecorrigeerd tot normaal zicht met bril / corrected to normal vision with glasses]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","M [Moedertaal]","S [Actief spreken / active speaking]","7","20-29"
"39682","15 November 2019 13:11","15 November 2019 13:12","1","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","N [Nee, ik ben enkel op collegedagen beschikbaar / no, I am only available during college days]","M [Moedertaal]","S [Actief spreken / active speaking]","9","<20"
"39688","17 November 2019 17:27","17 November 2019 17:28","1","R (rechts / right)","V [Vrouwelijk / Female]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","[Decline to Answer]","M [Moedertaal]","S [Actief spreken / active speaking]","9","<20"
"39754","24 November 2019 17:11","24 November 2019 17:12","1","R (rechts / right)","M [Mannelijk / Male]","N [normaal, geen bril of contactlenzen nodig / normal, no need for glasses or contacts]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","M [Moedertaal]","S [Actief spreken / active speaking]","2","20-29"
"39823","3 December 2019 20:57","3 December 2019 20:59","2","L (links / left)","V [Vrouwelijk / Female]","B [gecorrigeerd tot normaal zicht met bril / corrected to normal vision with glasses]","[Decline to Answer]","M [Moedertaal]","S [Actief spreken / active speaking]","6","<20"
"40294","14 February 2020 14:01","14 February 2020 14:03","2","R (rechts / right)","M [Mannelijk / Male]","B [gecorrigeerd tot normaal zicht met bril / corrected to normal vision with glasses]","J [Ja, ik ben altijd beschikbaar / yes, I am always available]","S [Actief spreken / active speaking]","S [Actief spreken / active speaking]","9","<20"
