"","image_file","category","subcategory","current_height","current_width","source","searched_label","resize_factor","H","FA","n_resp","memorability_wo_fa_correction","memorability_w_fa_correction" 
"4171","n02793495_8006.jpg","landscape","barn",326,500,"imagenet","barn",1,75,2,112,0.669642857142857,0.651785714285714
"4172","n02793495_8093.jpg","landscape","barn",355,500,"imagenet","barn",1,83,6,105,0.79047619047619,0.733333333333333
"4173","n02793495_8339.jpg","landscape","barn",333,500,"imagenet","barn",1,62,9,96,0.645833333333333,0.552083333333333
"4174","n02793495_8390.jpg","landscape","barn",393,500,"imagenet","barn",1,64,4,106,0.60377358490566,0.566037735849057
"4175","n02793495_8429.jpg","landscape","barn",375,500,"imagenet","barn",1,55,3,90,0.611111111111111,0.577777777777778
"4176","n02793495_8638.jpg","landscape","barn",311,500,"imagenet","barn",1,62,3,91,0.681318681318681,0.648351648351648
"4177","n02793495_8814.jpg","landscape","barn",500,489,"imagenet","barn",1,59,4,90,0.655555555555556,0.611111111111111
"4178","n02793495_8877.jpg","landscape","barn",444,500,"imagenet","barn",1,57,0,95,0.6,0.6
"4179","n02793495_9481.jpg","landscape","barn",334,500,"imagenet","barn",1,81,8,106,0.764150943396226,0.688679245283019
"4180","n02793495_950.jpg","landscape","barn",335,500,"imagenet","barn",1,64,8,105,0.60952380952381,0.533333333333333
"4181","n02793495_9512.jpg","landscape","barn",375,500,"imagenet","barn",1,53,5,106,0.5,0.452830188679245
"4182","00a72fa141918070.jpg","landscape","creek",346,461,"open images","Creek",0.126611901,52,16,86,0.604651162790698,0.418604651162791
"4183","01bd4bab4175a966.jpg","landscape","creek",476,357,"open images","Creek",0.794199099,62,3,110,0.563636363636364,0.536363636363636
"4184","05afa89b37d9be10.jpg","landscape","creek",428,285,"open images","Creek",0.152115264,69,6,105,0.657142857142857,0.6
"4185","0618cd4758301cb9.jpg","landscape","creek",433,577,"open images","Creek",0.225527449,48,11,95,0.505263157894737,0.389473684210526
"4186","073d23092eef5bfb.jpg","landscape","creek",346,259,"open images","Creek",0.150351633,97,20,118,0.822033898305085,0.652542372881356
"4187","087dbe6470966500.jpg","landscape","creek",311,414,"open images","Creek",0.202476715,79,22,103,0.766990291262136,0.553398058252427
"4188","131887bc16929743.jpg","landscape","creek",429,322,"open images","Creek",0.107389595,68,22,102,0.666666666666667,0.450980392156863
"4189","140890848a829520.jpg","landscape","creek",342,456,"open images","Creek",0.222984068,61,24,85,0.717647058823529,0.435294117647059
"4190","1de1c35c00ce3111.jpg","landscape","creek",248,330,"open images","Creek",0.161462009,80,16,109,0.73394495412844,0.587155963302752
"4191","1e2d358378956a37.jpg","landscape","creek",342,456,"open images","Creek",0.142709803,62,11,103,0.601941747572815,0.495145631067961
"4192","201efab9064c75a7.jpg","landscape","creek",382,286,"open images","Creek",0.147734687,67,19,99,0.676767676767677,0.484848484848485
"4193","2c06e792a2b5823c.jpg","landscape","creek",326,489,"open images","Creek",0.239237188,66,15,107,0.616822429906542,0.476635514018692
"4194","2e8af3c96d099203.jpg","landscape","creek",478,316,"open images","Creek",0.534171917,49,9,93,0.526881720430108,0.43010752688172
"4195","372644d098fe67ac.jpg","landscape","creek",449,673,"open images","Creek",0.438547968,57,8,121,0.471074380165289,0.40495867768595
"4196","463f022d60c8c47e.jpg","landscape","creek",329,261,"open images","Creek",0.075169464,83,24,103,0.805825242718447,0.572815533980582
"4197","4b9dd131b6d77acd.jpg","landscape","creek",216,288,"open images","Creek",0.140954656,78,31,98,0.795918367346939,0.479591836734694
"4198","4ec1db0726dc0eb9.jpg","landscape","creek",500,375,"open images","Creek",0.220070423,50,12,90,0.555555555555556,0.422222222222222
"4199","559d6b3d60bdf647.jpg","landscape","creek",413,275,"open images","Creek",0.079834209,69,16,92,0.75,0.576086956521739
"4200","57325acb63287b6e.jpg","landscape","creek",447,273,"open images","Creek",0.221559639,76,7,99,0.767676767676768,0.696969696969697
"4201","5ae9c86a0d3ec94d.jpg","landscape","creek",367,551,"open images","Creek",0.125743856,94,34,116,0.810344827586207,0.517241379310345
"4202","5c5e8f097fa56b06.jpg","landscape","creek",476,635,"open images","Creek",0.225527449,48,9,106,0.452830188679245,0.367924528301887
"4203","5cd6e415c8c6d151.jpg","landscape","creek",319,383,"open images","Creek",0.374712576,77,20,106,0.726415094339623,0.537735849056604
"4204","5ce6490d4d1dbdf8.jpg","landscape","creek",405,540,"open images","Creek",0.527997548,50,3,97,0.515463917525773,0.484536082474227
"4205","5d4485ce19cf9ff1.jpg","landscape","creek",391,312,"open images","Creek",0.128699852,84,30,103,0.815533980582524,0.524271844660194
"4206","61a523fb9fa663e8.jpg","landscape","creek",279,372,"open images","Creek",0.465841566,50,19,93,0.537634408602151,0.333333333333333
"4207","641cb302c6e9b8a1.jpg","landscape","creek",434,651,"open images","Creek",0.318127672,68,7,94,0.723404255319149,0.648936170212766
"4208","6b8aaacf3a46ccc7.jpg","landscape","creek",406,614,"open images","Creek",0.319945373,71,11,112,0.633928571428571,0.535714285714286
"4209","6c2d44f9a68bbe96.jpg","landscape","creek",382,286,"open images","Creek",0.478246621,71,1,106,0.669811320754717,0.660377358490566
"4210","741cb9983009b9d4.jpg","landscape","creek",454,351,"open images","Creek",0.218891694,57,19,108,0.527777777777778,0.351851851851852
"4211","7b96be62afaaac4d.jpg","landscape","creek",392,261,"open images","Creek",0.383090003,70,31,88,0.795454545454545,0.443181818181818
"4212","7f03ee12590a2446.jpg","landscape","creek",312,234,"open images","Creek",0.078038919,57,16,90,0.633333333333333,0.455555555555556
"4213","813c63e15bffdef1.jpg","landscape","creek",325,491,"open images","Creek",0.099735453,66,25,94,0.702127659574468,0.436170212765957
"4214","8474877e90b4ab52.jpg","landscape","creek",423,590,"open images","Creek",0.193348816,85,9,112,0.758928571428571,0.678571428571429
"4215","947574afed9997e3.jpg","landscape","creek",408,612,"open images","Creek",0.306224498,76,22,100,0.76,0.54
"4216","956de88eec561f18.jpg","landscape","creek",367,551,"open images","Creek",0.119603991,59,9,94,0.627659574468085,0.531914893617021
"4217","9abd18b0c7220a0d.jpg","landscape","creek",216,288,"open images","Creek",0.088442137,61,13,96,0.635416666666667,0.5
"4218","9c5107164aa3514f.jpg","landscape","creek",288,216,"open images","Creek",0.11137158,59,12,90,0.655555555555556,0.522222222222222
"4219","9e81775a5eb30dd0.jpg","landscape","creek",326,489,"open images","Creek",0.143749398,66,21,93,0.709677419354839,0.483870967741935
"4220","a64321454ce3af8a.jpg","landscape","creek",248,330,"open images","Creek",0.129169607,72,20,113,0.63716814159292,0.460176991150442
"4221","b23a9b62c338a34a.jpg","landscape","creek",392,261,"open images","Creek",0.080131878,70,23,92,0.760869565217391,0.510869565217391
"4222","b473f6b302b8ece8.jpg","landscape","creek",306,203,"open images","Creek",0.101926261,48,13,97,0.494845360824742,0.360824742268041
"4223","b52fbb2521836cc7.jpg","landscape","creek",215,290,"open images","Creek",0.072960046,75,25,112,0.669642857142857,0.446428571428571
"4224","be3ff20a17c22e90.jpg","landscape","creek",270,402,"open images","Creek",0.139105765,50,12,96,0.520833333333333,0.395833333333333
"4225","be93f13ea8c14ee4.jpg","landscape","creek",345,462,"open images","Creek",0.289036657,66,22,94,0.702127659574468,0.468085106382979
"4226","c288b628fb00ac02.jpg","landscape","creek",417,410,"open images","Creek",0.16768245,64,12,91,0.703296703296703,0.571428571428571
"4227","d1a8ea41abbabc91.jpg","landscape","creek",370,247,"open images","Creek",0.126168145,50,3,99,0.505050505050505,0.474747474747475
"4228","d37ce84bd17e9211.jpg","landscape","creek",216,288,"open images","Creek",0.11137158,52,8,89,0.584269662921348,0.49438202247191
"4229","d48a4be9c6c9d170.jpg","landscape","creek",389,519,"open images","Creek",0.169145587,56,7,101,0.554455445544555,0.485148514851485
"4230","db65aaa975ba7c84.jpg","landscape","creek",311,414,"open images","Creek",0.148097254,64,17,100,0.64,0.47
"4231","dd97cf9ce8a82992.jpg","landscape","creek",476,635,"open images","Creek",0.223097904,61,8,100,0.61,0.53
"4232","df76ffc41182400a.jpg","landscape","creek",476,635,"open images","Creek",0.158771324,63,13,99,0.636363636363636,0.505050505050505
"4233","e152d5868447723e.jpg","landscape","creek",288,216,"open images","Creek",0.281909311,61,20,112,0.544642857142857,0.366071428571429
"4234","e9b2d88b44dc398f.jpg","landscape","creek",389,519,"open images","Creek",0.202974704,65,5,84,0.773809523809524,0.714285714285714
"4235","ea8f9fc441045158.jpg","landscape","creek",248,330,"open images","Creek",0.082668548,69,31,114,0.605263157894737,0.333333333333333
"4236","ed957e8fc936d13b.jpg","landscape","creek",404,303,"open images","Creek",0.394673036,51,16,90,0.566666666666667,0.388888888888889
"4237","f1a0fbb794a4ce48.jpg","landscape","creek",370,247,"open images","Creek",0.107289008,79,13,111,0.711711711711712,0.594594594594595
"4238","sun_aaacmydfmcozlpel.jpg","landscape","creek",256,256,"sun","creek",1,84,31,104,0.807692307692308,0.509615384615385
"4239","sun_aajttwmkstixpqmk.jpg","landscape","creek",256,256,"sun","creek",1,38,9,87,0.436781609195402,0.333333333333333
"4240","sun_aanfjwabnufovale.jpg","landscape","creek",256,256,"sun","creek",1,84,20,110,0.763636363636364,0.581818181818182
"4241","sun_actgnbsscuyuuawn.jpg","landscape","creek",256,256,"sun","creek",1,41,2,92,0.445652173913043,0.423913043478261
"4242","sun_adldsxrckcxskwaa.jpg","landscape","creek",256,256,"sun","creek",1,68,17,108,0.62962962962963,0.472222222222222
"4243","sun_aebcvprafheupjve.jpg","landscape","creek",256,256,"sun","creek",1,65,8,98,0.663265306122449,0.581632653061224
"4244","sun_aermylfjqkdyfriq.jpg","landscape","creek",256,256,"sun","creek",1,73,29,108,0.675925925925926,0.407407407407407
"4245","sun_afxtgecjnlpwldpz.jpg","landscape","creek",256,256,"sun","creek",1,47,14,106,0.443396226415094,0.311320754716981
"4246","sun_agolreejblugpbjs.jpg","landscape","creek",256,256,"sun","creek",1,45,4,72,0.625,0.569444444444444
"4247","sun_ahzprtdsycxhoqdq.jpg","landscape","creek",340,454,"sun","creek",1,45,8,93,0.483870967741935,0.397849462365591
"4248","sun_aioimawbzwwqcygr.jpg","landscape","creek",256,256,"sun","creek",1,78,11,110,0.709090909090909,0.609090909090909
"4249","sun_ajcopavjqtimjnsa.jpg","landscape","creek",400,300,"sun","creek",1,57,26,84,0.678571428571429,0.369047619047619
"4250","sun_ajtyybhnsrlhgzrj.jpg","landscape","creek",256,256,"sun","creek",1,60,9,102,0.588235294117647,0.5
"4251","sun_ajwkskkzoxfeqyqi.jpg","landscape","creek",256,256,"sun","creek",1,46,8,91,0.505494505494505,0.417582417582418
"4252","sun_amkixpdbwspaesca.jpg","landscape","creek",500,342,"sun","creek",1,68,15,92,0.739130434782609,0.576086956521739
"4253","sun_ammtyagxwuynloho.jpg","landscape","creek",256,256,"sun","creek",1,76,32,117,0.64957264957265,0.376068376068376
"4254","sun_amstctgduhgtglor.jpg","landscape","creek",256,256,"sun","creek",1,76,30,100,0.76,0.46
"4255","sun_aobzojzeyotxkmpe.jpg","landscape","creek",396,599,"sun","creek",1,65,10,108,0.601851851851852,0.509259259259259
"4256","sun_aprctqsrjhrpevzy.jpg","landscape","creek",256,256,"sun","creek",1,58,3,87,0.666666666666667,0.632183908045977
"4257","sun_aqjctcdzynstdphs.jpg","landscape","creek",256,256,"sun","creek",1,49,3,91,0.538461538461538,0.505494505494505
"4258","sun_aqtlcclamvffivey.jpg","landscape","creek",256,256,"sun","creek",1,63,18,89,0.707865168539326,0.50561797752809
"4259","sun_aqvjdljstjrakyei.jpg","landscape","creek",256,256,"sun","creek",1,63,15,92,0.684782608695652,0.521739130434783
"4260","sun_arkqnfqxddjeoygu.jpg","landscape","creek",454.645989424,665.352839888,"sun","creek",0.707069968,66,3,92,0.717391304347826,0.684782608695652
"4261","sun_aruzhowbjizakxna.jpg","landscape","creek",256,256,"sun","creek",1,43,15,100,0.43,0.28
"4262","sun_arwbkcpbnacrivin.jpg","landscape","creek",256,256,"sun","creek",1,59,4,96,0.614583333333333,0.572916666666667
"4263","sun_asmuwsqhwjdxgbnv.jpg","landscape","creek",256,256,"sun","creek",1,59,14,90,0.655555555555556,0.5
"4264","sun_aualbeefqekxpoue.jpg","landscape","creek",426,509,"sun","creek",1,40,4,95,0.421052631578947,0.378947368421053
"4265","sun_auldcjwiqhhhwcld.jpg","landscape","creek",256,256,"sun","creek",1,34,11,82,0.414634146341463,0.280487804878049
"4266","sun_avkfkuagzulwurbc.jpg","landscape","creek",256,256,"sun","creek",1,63,13,103,0.611650485436893,0.485436893203884
"4267","sun_axcrysjbknmdgxyo.jpg","landscape","creek",256,256,"sun","creek",1,58,2,92,0.630434782608696,0.608695652173913
"4268","sun_axfsimotavzqntkx.jpg","landscape","creek",256,256,"sun","creek",1,41,3,105,0.39047619047619,0.361904761904762
"4269","sun_azxubsqvphflkrru.jpg","landscape","creek",274,424,"sun","creek",1,55,16,80,0.6875,0.4875
"4270","n09270735_10323.jpg","landscape","desert",500,335,"imagenet","dune, sand dune",1,74,4,97,0.762886597938144,0.721649484536082
"4271","n09270735_10417.jpg","landscape","desert",213,320,"imagenet","dune, sand dune",1,75,4,106,0.707547169811321,0.669811320754717
"4272","n09270735_10593.jpg","landscape","desert",405,496,"imagenet","dune, sand dune",1,76,1,92,0.826086956521739,0.815217391304348
"4273","n09270735_10720.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,58,3,106,0.547169811320755,0.518867924528302
"4274","n09270735_11406.jpg","landscape","desert",345,540,"imagenet","dune, sand dune",1,51,8,99,0.515151515151515,0.434343434343434
"4275","n09270735_11686.jpg","landscape","desert",500,375,"imagenet","dune, sand dune",1,90,2,99,0.909090909090909,0.888888888888889
"4276","n09270735_12116.jpg","landscape","desert",271,354,"imagenet","dune, sand dune",1,72,1,103,0.699029126213592,0.689320388349515
"4277","n09270735_12770.jpg","landscape","desert",480,640,"imagenet","dune, sand dune",1,73,3,108,0.675925925925926,0.648148148148148
"4278","n09270735_13703.jpg","landscape","desert",500,341,"imagenet","dune, sand dune",1,74,4,119,0.621848739495798,0.588235294117647
"4279","n09270735_13713.jpg","landscape","desert",333,500,"imagenet","dune, sand dune",1,84,3,107,0.785046728971963,0.757009345794392
"4280","n09270735_14002.jpg","landscape","desert",333,500,"imagenet","dune, sand dune",1,102,5,119,0.857142857142857,0.815126050420168
"4281","n09270735_14484.jpg","landscape","desert",285,426,"imagenet","dune, sand dune",1,64,3,99,0.646464646464647,0.616161616161616
"4282","n09270735_159.jpg","landscape","desert",300,450,"imagenet","dune, sand dune",1,76,0,102,0.745098039215686,0.745098039215686
"4283","n09270735_16660.jpg","landscape","desert",332,500,"imagenet","dune, sand dune",1,71,0,92,0.771739130434783,0.771739130434783
"4284","n09270735_16991.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,46,4,106,0.433962264150943,0.39622641509434
"4285","n09270735_1884.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,72,1,101,0.712871287128713,0.702970297029703
"4286","n09270735_19117.jpg","landscape","desert",500,332,"imagenet","dune, sand dune",1,60,1,101,0.594059405940594,0.584158415841584
"4287","n09270735_19211.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,72,1,106,0.679245283018868,0.669811320754717
"4288","n09270735_19361.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,68,16,101,0.673267326732673,0.514851485148515
"4289","n09270735_19405.jpg","landscape","desert",333,500,"imagenet","dune, sand dune",1,64,4,108,0.592592592592593,0.555555555555556
"4290","n09270735_19890.jpg","landscape","desert",500,484,"imagenet","dune, sand dune",1,57,2,91,0.626373626373626,0.604395604395604
"4291","n09270735_21232.jpg","landscape","desert",500,333,"imagenet","dune, sand dune",1,74,2,96,0.770833333333333,0.75
"4292","n09270735_22315.jpg","landscape","desert",500,374,"imagenet","dune, sand dune",1,79,4,96,0.822916666666667,0.78125
"4293","n09270735_22985.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,66,8,105,0.628571428571429,0.552380952380952
"4294","n09270735_23003.jpg","landscape","desert",333,500,"imagenet","dune, sand dune",1,67,6,98,0.683673469387755,0.622448979591837
"4295","n09270735_24858.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,81,4,117,0.692307692307692,0.658119658119658
"4296","n09270735_25350.jpg","landscape","desert",333,500,"imagenet","dune, sand dune",1,64,1,93,0.688172043010753,0.67741935483871
"4297","n09270735_25780.jpg","landscape","desert",329,500,"imagenet","dune, sand dune",1,67,4,92,0.728260869565217,0.684782608695652
"4298","n09270735_27340.jpg","landscape","desert",334,500,"imagenet","dune, sand dune",1,64,11,108,0.592592592592593,0.490740740740741
"4299","n09270735_2754.jpg","landscape","desert",435,580,"imagenet","dune, sand dune",1,56,4,98,0.571428571428571,0.530612244897959
"4300","n09270735_28592.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,104,9,120,0.866666666666667,0.791666666666667
"4301","n09270735_30434.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,52,2,92,0.565217391304348,0.543478260869565
"4302","n09270735_30833.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,55,4,111,0.495495495495495,0.459459459459459
"4303","n09270735_31177.jpg","landscape","desert",335,500,"imagenet","dune, sand dune",1,45,2,103,0.436893203883495,0.41747572815534
"4304","n09270735_31455.jpg","landscape","desert",332,500,"imagenet","dune, sand dune",1,51,6,122,0.418032786885246,0.368852459016393
"4305","n09270735_3215.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,79,3,96,0.822916666666667,0.791666666666667
"4306","n09270735_3519.jpg","landscape","desert",500,359,"imagenet","dune, sand dune",1,94,14,114,0.824561403508772,0.701754385964912
"4307","n09270735_4151.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,69,2,113,0.610619469026549,0.592920353982301
"4308","n09270735_4178.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,58,1,97,0.597938144329897,0.587628865979381
"4309","n09270735_41870.jpg","landscape","desert",332,500,"imagenet","dune, sand dune",1,70,7,105,0.666666666666667,0.6
"4310","n09270735_44665.jpg","landscape","desert",335,500,"imagenet","dune, sand dune",1,51,1,93,0.548387096774194,0.537634408602151
"4311","n09270735_4773.jpg","landscape","desert",400,597,"imagenet","dune, sand dune",1,75,8,105,0.714285714285714,0.638095238095238
"4312","n09270735_51499.jpg","landscape","desert",500,333,"imagenet","dune, sand dune",1,75,18,96,0.78125,0.59375
"4313","n09270735_53301.jpg","landscape","desert",333,500,"imagenet","dune, sand dune",1,65,6,110,0.590909090909091,0.536363636363636
"4314","n09270735_5926.jpg","landscape","desert",281,281,"imagenet","dune, sand dune",1,83,0,99,0.838383838383838,0.838383838383838
"4315","n09270735_6787.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,82,9,89,0.921348314606742,0.820224719101124
"4316","n09270735_7535.jpg","landscape","desert",497,331,"imagenet","dune, sand dune",1,101,3,121,0.834710743801653,0.809917355371901
"4317","n09270735_7649.jpg","landscape","desert",300,450,"imagenet","dune, sand dune",1,68,4,87,0.781609195402299,0.735632183908046
"4318","n09270735_7828.jpg","landscape","desert",500,333,"imagenet","dune, sand dune",1,73,4,104,0.701923076923077,0.663461538461538
"4319","n09270735_8128.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,77,6,94,0.819148936170213,0.75531914893617
"4320","n09270735_8900.jpg","landscape","desert",335,500,"imagenet","dune, sand dune",1,47,3,105,0.447619047619048,0.419047619047619
"4321","n09270735_9296.jpg","landscape","desert",480,640,"imagenet","dune, sand dune",1,31,1,84,0.369047619047619,0.357142857142857
"4322","n09270735_9546.jpg","landscape","desert",290,436,"imagenet","dune, sand dune",1,56,3,90,0.622222222222222,0.588888888888889
"4323","n09270735_9551.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,67,3,90,0.744444444444444,0.711111111111111
"4324","n09270735_9869.jpg","landscape","desert",375,500,"imagenet","dune, sand dune",1,46,8,100,0.46,0.38
"4325","sun_aafqfjpechscyidz.jpg","landscape","desert",256,256,"sun","desert",1,52,8,82,0.634146341463415,0.536585365853659
"4326","sun_aaqyzvrweabdxjzo.jpg","landscape","desert",474,640,"sun","desert",1,73,1,90,0.811111111111111,0.8
"4327","sun_acztaebqvjaggqyh.jpg","landscape","desert",256,256,"sun","desert",1,69,2,106,0.650943396226415,0.632075471698113
"4328","sun_adpbjcrpyetqykvt.jpg","landscape","desert",227,390,"sun","desert",1,85,2,109,0.779816513761468,0.761467889908257
"4329","sun_aeepoeftnvbdasao.jpg","landscape","desert",339,232,"sun","desert",1,65,4,88,0.738636363636364,0.693181818181818
"4330","sun_afdglfvfgxhjtaky.jpg","landscape","desert",256,256,"sun","desert",1,88,6,103,0.854368932038835,0.796116504854369
"4331","sun_aiatoxvclffgxjts.jpg","landscape","desert",300,450,"sun","desert",1,51,10,107,0.476635514018692,0.383177570093458
"4332","sun_aigxgjoofoaxhxor.jpg","landscape","desert",256,256,"sun","desert",1,61,5,97,0.628865979381443,0.577319587628866
"4333","sun_aitgdfoepkcgqpkg.jpg","landscape","desert",384,322,"sun","desert",1,80,4,103,0.776699029126214,0.737864077669903
"4334","sun_akdmpkixtkbhhkbr.jpg","landscape","desert",256,256,"sun","desert",1,48,4,86,0.558139534883721,0.511627906976744
"4335","sun_aqtstmhxxgspchdn.jpg","landscape","desert",256,256,"sun","desert",1,53,3,101,0.524752475247525,0.495049504950495
"4336","sun_argapbxamkdubgcw.jpg","landscape","desert",256,256,"sun","desert",1,35,5,91,0.384615384615385,0.32967032967033
"4337","sun_asxxlgfchcyhhjgr.jpg","landscape","desert",203.526209556,307.085755436,"sun","desert",0.211346012,89,3,124,0.717741935483871,0.693548387096774
"4338","sun_atfudzdjdouzqtgp.jpg","landscape","desert",256,256,"sun","desert",1,88,9,112,0.785714285714286,0.705357142857143
"4339","sun_atujmqovmioxulez.jpg","landscape","desert",256,256,"sun","desert",1,75,6,104,0.721153846153846,0.663461538461538
"4340","sun_atyasoydrjavyfux.jpg","landscape","desert",204.159482208,306.133221504,"sun","desert",0.212003616,93,17,115,0.808695652173913,0.660869565217391
"4341","sun_augiwpnmzxrwivst.jpg","landscape","desert",256,256,"sun","desert",1,53,7,96,0.552083333333333,0.479166666666667
"4342","sun_avawcmcabmaoywsj.jpg","landscape","desert",256,256,"sun","desert",1,64,7,103,0.621359223300971,0.553398058252427
"4343","sun_avmxdpydhkugmnzh.jpg","landscape","desert",256,256,"sun","desert",1,84,3,103,0.815533980582524,0.786407766990291
"4344","sun_awwfkbrvfgrhwznp.jpg","landscape","desert",256,256,"sun","desert",1,59,5,72,0.819444444444444,0.75
"4345","sun_axftaijddzvbjaik.jpg","landscape","desert",256,256,"sun","desert",1,74,6,110,0.672727272727273,0.618181818181818
"4346","sun_aypzejealkrzrqxx.jpg","landscape","desert",279.4300811,372.9049125,"sun","desert",0.49720655,58,1,93,0.623655913978495,0.612903225806452
"4347","sun_ayyysrlyzcgxgato.jpg","landscape","desert",256,256,"sun","desert",1,33,4,93,0.354838709677419,0.311827956989247
"4348","sun_azskkbpdayjlqhjm.jpg","landscape","desert",256,256,"sun","desert",1,55,3,94,0.585106382978723,0.553191489361702
"4349","n09393605_10919.jpg","landscape","field",500,375,"imagenet","plain, field, champaign",1,34,5,119,0.285714285714286,0.243697478991597
"4350","n09393605_13641.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,62,1,118,0.525423728813559,0.516949152542373
"4351","n09393605_15838.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,93,2,103,0.902912621359223,0.883495145631068
"4352","n09393605_18819.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,39,4,93,0.419354838709677,0.376344086021505
"4353","n09393605_19602.jpg","landscape","field",281,500,"imagenet","plain, field, champaign",1,53,2,83,0.63855421686747,0.614457831325301
"4354","n09393605_21966.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,40,2,103,0.388349514563107,0.368932038834951
"4355","n09393605_22474.jpg","landscape","field",333,500,"imagenet","plain, field, champaign",1,75,8,101,0.742574257425743,0.663366336633663
"4356","n09393605_23049.jpg","landscape","field",333,500,"imagenet","plain, field, champaign",1,58,17,115,0.504347826086956,0.356521739130435
"4357","n09393605_23116.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,57,9,101,0.564356435643564,0.475247524752475
"4358","n09393605_23937.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,60,3,113,0.530973451327434,0.504424778761062
"4359","n09393605_25625.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,40,4,102,0.392156862745098,0.352941176470588
"4360","n09393605_26601.jpg","landscape","field",333,500,"imagenet","plain, field, champaign",1,83,1,107,0.775700934579439,0.766355140186916
"4361","n09393605_28586.jpg","landscape","field",305,500,"imagenet","plain, field, champaign",1,53,8,91,0.582417582417582,0.494505494505495
"4362","n09393605_29445.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,47,7,86,0.546511627906977,0.465116279069767
"4363","n09393605_32348.jpg","landscape","field",349,500,"imagenet","plain, field, champaign",1,57,4,102,0.558823529411765,0.519607843137255
"4364","n09393605_32817.jpg","landscape","field",281,500,"imagenet","plain, field, champaign",1,37,9,113,0.327433628318584,0.247787610619469
"4365","n09393605_3369.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,39,8,86,0.453488372093023,0.36046511627907
"4366","n09393605_34572.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,48,2,109,0.440366972477064,0.422018348623853
"4367","n09393605_35662.jpg","landscape","field",285,500,"imagenet","plain, field, champaign",1,32,0,98,0.326530612244898,0.326530612244898
"4368","n09393605_36719.jpg","landscape","field",373,500,"imagenet","plain, field, champaign",1,50,2,102,0.490196078431373,0.470588235294118
"4369","n09393605_36825.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,61,4,108,0.564814814814815,0.527777777777778
"4370","n09393605_38089.jpg","landscape","field",284,500,"imagenet","plain, field, champaign",1,56,3,101,0.554455445544555,0.524752475247525
"4371","n09393605_40542.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,55,15,105,0.523809523809524,0.380952380952381
"4372","n09393605_41164.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,46,3,98,0.469387755102041,0.438775510204082
"4373","n09393605_41697.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,56,11,90,0.622222222222222,0.5
"4374","n09393605_42636.jpg","landscape","field",374,500,"imagenet","plain, field, champaign",1,33,3,88,0.375,0.340909090909091
"4375","n09393605_43491.jpg","landscape","field",500,375,"imagenet","plain, field, champaign",1,38,2,90,0.422222222222222,0.4
"4376","n09393605_44117.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,89,0,111,0.801801801801802,0.801801801801802
"4377","n09393605_45426.jpg","landscape","field",384,500,"imagenet","plain, field, champaign",1,66,5,106,0.622641509433962,0.575471698113208
"4378","n09393605_45715.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,45,4,96,0.46875,0.427083333333333
"4379","n09393605_53199.jpg","landscape","field",334,500,"imagenet","plain, field, champaign",1,38,5,90,0.422222222222222,0.366666666666667
"4380","n09393605_54331.jpg","landscape","field",333,500,"imagenet","plain, field, champaign",1,65,6,108,0.601851851851852,0.546296296296296
"4381","n09393605_55115.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,60,5,90,0.666666666666667,0.611111111111111
"4382","n09393605_55618.jpg","landscape","field",500,500,"imagenet","plain, field, champaign",1,37,3,99,0.373737373737374,0.343434343434343
"4383","n09393605_55896.jpg","landscape","field",375,500,"imagenet","plain, field, champaign",1,39,7,105,0.371428571428571,0.304761904761905
